ID,Phylum
t649633014,Proteobacteria
t644736328,Proteobacteria
t637000027,Proteobacteria
t637000028,Proteobacteria
t641228478,Proteobacteria
t637000156,Proteobacteria
t637000029,Proteobacteria
t637000030,Proteobacteria
t2508501047,Proteobacteria
t640963011,Proteobacteria
t640963012,Proteobacteria
t641522606,Proteobacteria
t638341141,Proteobacteria
t649989917,Proteobacteria
t641522607,Proteobacteria
t637000032,Proteobacteria
t637000033,Proteobacteria
t651053009,Proteobacteria
t637000034,Proteobacteria
t641228479,Proteobacteria
t651324015,Proteobacteria
t637000038,Proteobacteria
t2511231207,Proteobacteria
t2508501128,Proteobacteria
t640427103,Proteobacteria
t640427104,Proteobacteria
t2508501042,Proteobacteria
t2507262055,Proteobacteria
t2508501009,Proteobacteria
t2506783044,Proteobacteria
t651285001,Proteobacteria
t647533115,Proteobacteria
t648028010,Proteobacteria
t645058717,Proteobacteria
t2511231108,Proteobacteria
t647533116,Proteobacteria
t642555110,Proteobacteria
t637000039,Proteobacteria
t645058839,Proteobacteria
t645058842,Proteobacteria
t645058841,Proteobacteria
t647533117,Proteobacteria
t645058838,Proteobacteria
t645058864,Proteobacteria
t641228480,Proteobacteria
t2511231087,Proteobacteria
t645058865,Proteobacteria
t643886153,Proteobacteria
t645058847,Proteobacteria
t645058866,Proteobacteria
t645058844,Proteobacteria
t643692012,Proteobacteria
t651053010,Proteobacteria
t651053011,Proteobacteria
t637000040,Proteobacteria
t645058858,Proteobacteria
t645058863,Proteobacteria
t645058867,Proteobacteria
t637000041,Proteobacteria
t2511231220,Proteobacteria
t647533118,Proteobacteria
t2511231208,Proteobacteria
t644736332,Proteobacteria
t645058868,Proteobacteria
t640427105,Proteobacteria
t645058843,Proteobacteria
t2511231179,Proteobacteria
t645058783,Proteobacteria
t645058859,Proteobacteria
t645058848,Proteobacteria
t648276624,Proteobacteria
t648276625,Proteobacteria
t645951812,Proteobacteria
t648276626,Proteobacteria
t647533119,Proteobacteria
t641228481,Proteobacteria
t2511231120,Proteobacteria
t637000042,Proteobacteria
t645058845,Proteobacteria
t647533120,Proteobacteria
t645058840,Proteobacteria
t650716012,Proteobacteria
t643348520,Proteobacteria
t637000043,Proteobacteria
t2511231206,Proteobacteria
t639633012,Proteobacteria
t643348521,Proteobacteria
t650377915,Proteobacteria
t650377916,Proteobacteria
t650377917,Proteobacteria
t645951868,Proteobacteria
t637000045,Proteobacteria
t650377918,Proteobacteria
t643348522,Proteobacteria
t2511231158,Proteobacteria
t641736154,Proteobacteria
t641522608,Proteobacteria
t641736149,Proteobacteria
t637000046,Proteobacteria
t639633014,Proteobacteria
t643348523,Proteobacteria
t641522609,Proteobacteria
t638341024,Proteobacteria
t637000051,Proteobacteria
t637000047,Proteobacteria
t2509276048,Proteobacteria
t638341025,Proteobacteria
t650716013,Proteobacteria
t643692013,Proteobacteria
t641736151,Proteobacteria
t638341027,Proteobacteria
t638341028,Proteobacteria
t637000048,Proteobacteria
t638341029,Proteobacteria
t638341030,Proteobacteria
t638341031,Proteobacteria
t640069303,Proteobacteria
t640069304,Proteobacteria
t641736199,Proteobacteria
t639633015,Proteobacteria
t641228482,Proteobacteria
t642555111,Proteobacteria
t643886020,Proteobacteria
t643886021,Proteobacteria
t643886018,Proteobacteria
t641736121,Proteobacteria
t641736122,Proteobacteria
t642555112,Proteobacteria
t642555113,Proteobacteria
t640069305,Proteobacteria
t638341035,Proteobacteria
t641736119,Proteobacteria
t641736130,Proteobacteria
t638341036,Proteobacteria
t638341037,Proteobacteria
t637000049,Proteobacteria
t638341038,Proteobacteria
t642979333,Proteobacteria
t640069306,Proteobacteria
t641736125,Proteobacteria
t641736128,Proteobacteria
t641736129,Proteobacteria
t641736126,Proteobacteria
t641736117,Proteobacteria
t641736131,Proteobacteria
t637000050,Proteobacteria
t2512047054,Proteobacteria
t640612222,Proteobacteria
t2512047055,Proteobacteria
t647000219,Proteobacteria
t641736118,Proteobacteria
t643886077,Proteobacteria
t638341040,Proteobacteria
t638341041,Proteobacteria
t650716014,Proteobacteria
t649633021,Proteobacteria
t646564515,Proteobacteria
t648028011,Proteobacteria
t2508501040,Proteobacteria
t647000222,Proteobacteria
t642979355,Proteobacteria
t2508501125,Proteobacteria
t2508501124,Proteobacteria
t2510065045,Proteobacteria
t2511231144,Proteobacteria
t641736132,Proteobacteria
t637000052,Proteobacteria
t645058826,Proteobacteria
t641736127,Proteobacteria
t641736124,Proteobacteria
t641736123,Proteobacteria
t640069307,Proteobacteria
t637000053,Proteobacteria
t648861006,Proteobacteria
t2508501021,Proteobacteria
t640963039,Proteobacteria
t648276627,Proteobacteria
t638341044,Proteobacteria
t640753009,Proteobacteria
t640753010,Proteobacteria
t639633016,Proteobacteria
t645951862,Proteobacteria
t645951857,Proteobacteria
t640753011,Proteobacteria
t637000054,Proteobacteria
t640753012,Proteobacteria
t647000223,Proteobacteria
t638341049,Proteobacteria
t647000224,Proteobacteria
t639633017,Proteobacteria
t641736195,Proteobacteria
t640753013,Proteobacteria
t638341051,Proteobacteria
t638341052,Proteobacteria
t642979372,Proteobacteria
t640963041,Proteobacteria
t638341053,Proteobacteria
t646862310,Proteobacteria
t648231701,Proteobacteria
t637000055,Proteobacteria
t649633027,Proteobacteria
t650377920,Proteobacteria
t643692014,Proteobacteria
t643886009,Proteobacteria
t645058720,Proteobacteria
t649989919,Proteobacteria
t638341055,Proteobacteria
t647533121,Proteobacteria
t644736333,Proteobacteria
t637000056,Proteobacteria
t637000057,Proteobacteria
t649633028,Proteobacteria
t644736334,Proteobacteria
t644736336,Proteobacteria
t649633029,Proteobacteria
t650716015,Proteobacteria
t650716016,Proteobacteria
t647533122,Proteobacteria
t650716017,Proteobacteria
t638341056,Proteobacteria
t637000058,Proteobacteria
t646564516,Proteobacteria
t648861007,Proteobacteria
t2507262005,Proteobacteria
t2512564072,Proteobacteria
t646564517,Proteobacteria
t639633019,Proteobacteria
t2511231072,Proteobacteria
t651285005,Proteobacteria
t2511231192,Proteobacteria
t640427107,Proteobacteria
t645951819,Proteobacteria
t637000061,Proteobacteria
t643348526,Proteobacteria
t646564519,Proteobacteria
t641522612,Proteobacteria
t642555119,Proteobacteria
t637000160,Proteobacteria
t637000074,Proteobacteria
t637000075,Proteobacteria
t647533124,Proteobacteria
t640753015,Proteobacteria
t646311913,Proteobacteria
t646206256,Proteobacteria
t643886075,Proteobacteria
t647000225,Proteobacteria
t2512047056,Proteobacteria
t650716028,Proteobacteria
t637000081,Proteobacteria
t646564523,Proteobacteria
t645058871,Proteobacteria
t648276631,Proteobacteria
t638341070,Proteobacteria
t2512564078,Proteobacteria
t643348531,Proteobacteria
t643348532,Proteobacteria
t640753021,Proteobacteria
t640963018,Proteobacteria
t637000086,Proteobacteria
t641228487,Proteobacteria
t641736241,Proteobacteria
t640753022,Proteobacteria
t646311918,Proteobacteria
t637000230,Proteobacteria
t637000229,Proteobacteria
t650716031,Proteobacteria
t644736347,Proteobacteria
t2510917037,Proteobacteria
t637000088,Proteobacteria
t2508501046,Proteobacteria
t641228489,Proteobacteria
t650716032,Proteobacteria
t648028023,Proteobacteria
t643348536,Proteobacteria
t2504136006,Proteobacteria
t2508501023,Proteobacteria
t643692021,Proteobacteria
t649633036,Proteobacteria
t641228490,Proteobacteria
t2503692001,Proteobacteria
t644736349,Proteobacteria
t644736350,Proteobacteria
t2509601019,Proteobacteria
t643886196,Proteobacteria
t637000094,Proteobacteria
t649633037,Proteobacteria
t637000095,Proteobacteria
t643348538,Proteobacteria
t648276636,Proteobacteria
t644736352,Proteobacteria
t642979316,Proteobacteria
t644736353,Proteobacteria
t648861008,Proteobacteria
t647000236,Proteobacteria
t2508501038,Proteobacteria
t2508501043,Proteobacteria
t643348539,Proteobacteria
t639633022,Proteobacteria
t637000096,Proteobacteria
t2512564091,Proteobacteria
t2511231045,Proteobacteria
t646564528,Proteobacteria
t638341078,Proteobacteria
t640427112,Proteobacteria
t648028024,Proteobacteria
t646311920,Proteobacteria
t644736354,Proteobacteria
t644736355,Proteobacteria
t641228491,Proteobacteria
t2508501110,Proteobacteria
t644736357,Proteobacteria
t647000237,Proteobacteria
t646311921,Proteobacteria
t648231704,Proteobacteria
t637000097,Proteobacteria
t637000098,Proteobacteria
t638341079,Proteobacteria
t637000099,Proteobacteria
t639279308,Proteobacteria
t639279309,Proteobacteria
t643886208,Proteobacteria
t641736192,Proteobacteria
t645951810,Proteobacteria
t640753051,Proteobacteria
t637000269,Proteobacteria
t2510065031,Proteobacteria
t2511231052,Proteobacteria
t648276728,Proteobacteria
t650716035,Proteobacteria
t642979368,Proteobacteria
t2506520035,Proteobacteria
t649633041,Proteobacteria
t646564529,Proteobacteria
t650377928,Proteobacteria
t651324029,Proteobacteria
t640427113,Proteobacteria
t649989931,Proteobacteria
t646564531,Proteobacteria
t646564530,Proteobacteria
t649633042,Proteobacteria
t646862321,Proteobacteria
t646564532,Proteobacteria
t650377931,Proteobacteria
t642555128,Proteobacteria
t637000103,Proteobacteria
t640963034,Proteobacteria
t638341081,Proteobacteria
t641736163,Proteobacteria
t638341082,Proteobacteria
t649989946,Proteobacteria
t649989947,Proteobacteria
t643348544,Proteobacteria
t643886067,Proteobacteria
t648231705,Proteobacteria
t648231706,Proteobacteria
t644736359,Proteobacteria
t647533158,Proteobacteria
t647533159,Proteobacteria
t647533160,Proteobacteria
t646862323,Proteobacteria
t644736361,Proteobacteria
t646862324,Proteobacteria
t644736362,Proteobacteria
t641522623,Proteobacteria
t651053020,Proteobacteria
t641522625,Proteobacteria
t638341087,Proteobacteria
t650377932,Proteobacteria
t648861009,Proteobacteria
t647533161,Proteobacteria
t648276643,Proteobacteria
t648276644,Proteobacteria
t648276645,Proteobacteria
t643348546,Proteobacteria
t643348547,Proteobacteria
t646311926,Proteobacteria
t646862325,Proteobacteria
t637000110,Proteobacteria
t651053021,Proteobacteria
t648276647,Proteobacteria
t648276648,Proteobacteria
t648276649,Proteobacteria
t648276650,Proteobacteria
t648276651,Proteobacteria
t648276652,Proteobacteria
t648276653,Proteobacteria
t649989948,Proteobacteria
t648276654,Proteobacteria
t648276655,Proteobacteria
t648276656,Proteobacteria
t648276657,Proteobacteria
t648276658,Proteobacteria
t648276659,Proteobacteria
t648276660,Proteobacteria
t648276661,Proteobacteria
t648276662,Proteobacteria
t648276663,Proteobacteria
t648276664,Proteobacteria
t648276665,Proteobacteria
t648276666,Proteobacteria
t651053022,Proteobacteria
t648276667,Proteobacteria
t646311923,Proteobacteria
t646311924,Proteobacteria
t638341086,Proteobacteria
t638341084,Proteobacteria
t643348548,Proteobacteria
t640753024,Proteobacteria
t638341089,Proteobacteria
t638341083,Proteobacteria
t638341085,Proteobacteria
t646862327,Proteobacteria
t642791630,Proteobacteria
t641736212,Proteobacteria
t641736213,Proteobacteria
t641736220,Proteobacteria
t641736221,Proteobacteria
t643348549,Proteobacteria
t641736214,Proteobacteria
t641736210,Proteobacteria
t641736116,Proteobacteria
t641736222,Proteobacteria
t641736225,Proteobacteria
t641736226,Proteobacteria
t641736224,Proteobacteria
t637000107,Proteobacteria
t645951847,Proteobacteria
t645951861,Proteobacteria
t637000108,Proteobacteria
t644736363,Proteobacteria
t642979322,Proteobacteria
t644736365,Proteobacteria
t646862326,Proteobacteria
t640753023,Proteobacteria
t2505679034,Proteobacteria
t2512047089,Proteobacteria
t648028025,Proteobacteria
t646862322,Proteobacteria
t644736364,Proteobacteria
t646564533,Proteobacteria
t2511231131,Proteobacteria
t637000104,Proteobacteria
t637000105,Proteobacteria
t2512047041,Proteobacteria
t643348545,Proteobacteria
t650377933,Proteobacteria
t640753025,Proteobacteria
t643348551,Proteobacteria
t641522624,Proteobacteria
t648276668,Proteobacteria
t648276669,Proteobacteria
t648276670,Proteobacteria
t648276671,Proteobacteria
t651053023,Proteobacteria
t651053024,Proteobacteria
t637000109,Proteobacteria
t2506520037,Proteobacteria
t648276672,Proteobacteria
t650377934,Proteobacteria
t2511231170,Proteobacteria
t2511231198,Proteobacteria
t643692022,Proteobacteria
t646206261,Proteobacteria
t646206259,Proteobacteria
t645058836,Proteobacteria
t648028026,Proteobacteria
t651053025,Proteobacteria
t651053026,Proteobacteria
t645058828,Proteobacteria
t641522628,Proteobacteria
t650716037,Proteobacteria
t2512564035,Proteobacteria
t2512564026,Proteobacteria
t647533165,Proteobacteria
t647533166,Proteobacteria
t641736187,Proteobacteria
t640753028,Proteobacteria
t637000111,Proteobacteria
t637000112,Proteobacteria
t647000250,Proteobacteria
t641522629,Proteobacteria
t642791609,Proteobacteria
t642979314,Proteobacteria
t647533163,Proteobacteria
t647533164,Proteobacteria
t639633024,Proteobacteria
t640069311,Proteobacteria
t637000114,Proteobacteria
t637000113,Proteobacteria
t647533167,Proteobacteria
t643886001,Proteobacteria
t646862328,Proteobacteria
t2509601034,Proteobacteria
t639857001,Proteobacteria
t650716038,Proteobacteria
t648028028,Proteobacteria
t647533249,Proteobacteria
t647533250,Proteobacteria
t642555129,Proteobacteria
t642555130,Proteobacteria
t637000119,Proteobacteria
t643348554,Proteobacteria
t649633049,Proteobacteria
t644736371,Proteobacteria
t648231707,Proteobacteria
t637000120,Proteobacteria
t640427115,Proteobacteria
t2511231080,Proteobacteria
t650716040,Proteobacteria
t643886097,Proteobacteria
t641228493,Proteobacteria
t643348555,Proteobacteria
t647000257,Proteobacteria
t651324036,Proteobacteria
t637000122,Proteobacteria
t637000123,Proteobacteria
t647000258,Proteobacteria
t651324038,Proteobacteria
t637000124,Proteobacteria
t2512047059,Proteobacteria
t645058802,Proteobacteria
t650377944,Proteobacteria
t2512564038,Proteobacteria
t649633050,Proteobacteria
t649633051,Proteobacteria
t647000259,Proteobacteria
t640612215,Proteobacteria
t640612216,Proteobacteria
t640612217,Proteobacteria
t645058852,Proteobacteria
t637000125,Proteobacteria
t640612218,Proteobacteria
t640427116,Proteobacteria
t640427117,Proteobacteria
t640612207,Proteobacteria
t640612208,Proteobacteria
t640612209,Proteobacteria
t650377945,Proteobacteria
t650377946,Proteobacteria
t637000126,Proteobacteria
t647000260,Proteobacteria
t651324039,Proteobacteria
t650377947,Proteobacteria
t2511231078,Proteobacteria
t641736156,Proteobacteria
t643348556,Proteobacteria
t2512047060,Proteobacteria
t637000128,Proteobacteria
t646311933,Proteobacteria
t648028030,Proteobacteria
t651324040,Proteobacteria
t639633026,Proteobacteria
t646311935,Proteobacteria
t637000130,Proteobacteria
t646206257,Proteobacteria
t650716041,Proteobacteria
t647533173,Proteobacteria
t643886213,Proteobacteria
t643886141,Proteobacteria
t649633054,Proteobacteria
t637000131,Proteobacteria
t646564537,Proteobacteria
t643886218,Proteobacteria
t651053029,Proteobacteria
t651053030,Proteobacteria
t637000132,Proteobacteria
t2511231168,Proteobacteria
t646862330,Proteobacteria
t646862329,Proteobacteria
t651053031,Proteobacteria
t648231708,Proteobacteria
t642979330,Proteobacteria
t642979331,Proteobacteria
t644736374,Proteobacteria
t649633055,Proteobacteria
t648231709,Proteobacteria
t2512564071,Proteobacteria
t651053032,Proteobacteria
t651053033,Proteobacteria
t651053034,Proteobacteria
t651053035,Proteobacteria
t643348558,Proteobacteria
t650377949,Proteobacteria
t637000133,Proteobacteria
t642979325,Proteobacteria
t642979332,Proteobacteria
t650377950,Proteobacteria
t637000134,Proteobacteria
t650377951,Proteobacteria
t643348559,Proteobacteria
t648028031,Proteobacteria
t2511231216,Proteobacteria
t2511231147,Proteobacteria
t648028032,Proteobacteria
t2511231139,Proteobacteria
t648231710,Proteobacteria
t642555131,Proteobacteria
t650377952,Proteobacteria
t646862331,Proteobacteria
t649989954,Proteobacteria
t649989955,Proteobacteria
t646206255,Proteobacteria
t648028033,Proteobacteria
t640069313,Proteobacteria
t2504136000,Proteobacteria
t644736375,Proteobacteria
t637000127,Proteobacteria
t641522630,Proteobacteria
t2509276008,Proteobacteria
t641380435,Proteobacteria
t651324043,Proteobacteria
t2506783045,Proteobacteria
t648028034,Proteobacteria
t650716042,Proteobacteria
t637000135,Proteobacteria
t638341106,Proteobacteria
t637000136,Proteobacteria
t2512047061,Proteobacteria
t637000137,Proteobacteria
t640753030,Proteobacteria
t644736377,Proteobacteria
t649633059,Proteobacteria
t2511231188,Proteobacteria
t649989956,Proteobacteria
t651324044,Proteobacteria
t643886193,Proteobacteria
t2511231124,Proteobacteria
t643348560,Proteobacteria
t651053036,Proteobacteria
t646564538,Proteobacteria
t2511231199,Proteobacteria
t640753032,Proteobacteria
t647000262,Proteobacteria
t647533174,Proteobacteria
t651324045,Proteobacteria
t646311937,Proteobacteria
t639857019,Proteobacteria
t647533175,Proteobacteria
t643692026,Proteobacteria
t649989970,Proteobacteria
t637000145,Proteobacteria
t645058794,Proteobacteria
t647000267,Proteobacteria
t648028038,Proteobacteria
t650377956,Proteobacteria
t646564542,Proteobacteria
t640427119,Proteobacteria
t637000146,Proteobacteria
t637000147,Proteobacteria
t2511231146,Proteobacteria
t637000148,Proteobacteria
t2512564009,Proteobacteria
t2510917032,Proteobacteria
t2512047090,Proteobacteria
t641522635,Proteobacteria
t640963026,Proteobacteria
t640612221,Proteobacteria
t638341119,Proteobacteria
t643886068,Proteobacteria
t639633036,Proteobacteria
t637000155,Proteobacteria
t638341121,Proteobacteria
t647000269,Proteobacteria
t647000270,Proteobacteria
t647533181,Proteobacteria
t637000157,Proteobacteria
t2505679018,Proteobacteria
t2510065050,Proteobacteria
t639857036,Proteobacteria
t639857034,Proteobacteria
t647533251,Proteobacteria
t638341247,Proteobacteria
t650377991,Proteobacteria
t640963027,Proteobacteria
t639633037,Proteobacteria
t640612205,Proteobacteria
t2506210002,Proteobacteria
t2506210003,Proteobacteria
t638341124,Proteobacteria
t640753033,Proteobacteria
t639857004,Proteobacteria
t648276686,Proteobacteria
t2509276022,Proteobacteria
t2509276018,Proteobacteria
t2510065059,Proteobacteria
t649633066,Proteobacteria
t637000159,Proteobacteria
t2511231038,Proteobacteria
t2512875016,Proteobacteria
t2512875024,Proteobacteria
t2508501126,Proteobacteria
t2503198000,Proteobacteria
t647000272,Proteobacteria
t2508501127,Proteobacteria
t2508501123,Proteobacteria
t640069319,Proteobacteria
t637000165,Proteobacteria
t648276688,Proteobacteria
t643348563,Proteobacteria
t644736386,Proteobacteria
t644736387,Proteobacteria
t2507262015,Proteobacteria
t641228497,Proteobacteria
t643348564,Proteobacteria
t642555139,Proteobacteria
t641522638,Proteobacteria
t641522639,Proteobacteria
t2508501066,Proteobacteria
t2510065046,Proteobacteria
t643348565,Proteobacteria
t637000166,Proteobacteria
t649989972,Proteobacteria
t651324071,Proteobacteria
t2508501010,Proteobacteria
t651324072,Proteobacteria
t647533183,Proteobacteria
t2512564015,Proteobacteria
t639857020,Proteobacteria
t647000273,Proteobacteria
t2507262027,Proteobacteria
t644736388,Proteobacteria
t646564551,Proteobacteria
t651324073,Proteobacteria
t644736389,Proteobacteria
t649633068,Proteobacteria
t2511231069,Proteobacteria
t2508501050,Proteobacteria
t2508501114,Proteobacteria
t646564552,Proteobacteria
t640963028,Proteobacteria
t650716065,Proteobacteria
t637000186,Proteobacteria
t647533206,Proteobacteria
t643692029,Proteobacteria
t651324074,Proteobacteria
t643886151,Proteobacteria
t647000283,Proteobacteria
t643886198,Proteobacteria
t645058784,Proteobacteria
t647533186,Proteobacteria
t645058801,Proteobacteria
t645058715,Proteobacteria
t645951809,Proteobacteria
t647533187,Proteobacteria
t637000188,Proteobacteria
t645058713,Proteobacteria
t645058714,Proteobacteria
t645058751,Proteobacteria
t642555143,Proteobacteria
t645058731,Proteobacteria
t645058750,Proteobacteria
t645058747,Proteobacteria
t645058745,Proteobacteria
t645058710,Proteobacteria
t645058740,Proteobacteria
t651053047,Proteobacteria
t649633075,Proteobacteria
t643886202,Proteobacteria
t651324075,Proteobacteria
t641228498,Proteobacteria
t646862337,Proteobacteria
t648276705,Proteobacteria
t639633045,Proteobacteria
t651053048,Proteobacteria
t651053049,Proteobacteria
t651053050,Proteobacteria
t651053051,Proteobacteria
t651053052,Proteobacteria
t637000189,Proteobacteria
t651053053,Proteobacteria
t644736394,Proteobacteria
t651053054,Proteobacteria
t637000190,Proteobacteria
t650377962,Proteobacteria
t649989976,Proteobacteria
t643886150,Proteobacteria
t647000284,Proteobacteria
t645058748,Proteobacteria
t648861010,Proteobacteria
t643886194,Proteobacteria
t644736395,Proteobacteria
t637000191,Proteobacteria
t638341142,Proteobacteria
t641380442,Proteobacteria
t649633076,Proteobacteria
t640753037,Proteobacteria
t637000192,Proteobacteria
t638341134,Proteobacteria
t637000193,Proteobacteria
t638341135,Proteobacteria
t646564556,Proteobacteria
t647533188,Proteobacteria
t637000194,Proteobacteria
t648028046,Proteobacteria
t637000195,Proteobacteria
t637000196,Proteobacteria
t650716066,Proteobacteria
t2505679045,Proteobacteria
t650716067,Proteobacteria
t637000197,Proteobacteria
t640427126,Proteobacteria
t651324078,Proteobacteria
t650716068,Proteobacteria
t641380424,Proteobacteria
t638341138,Proteobacteria
t638341139,Proteobacteria
t638341140,Proteobacteria
t2512047035,Proteobacteria
t640753038,Proteobacteria
t645058765,Proteobacteria
t647533189,Proteobacteria
t647533190,Proteobacteria
t651053055,Proteobacteria
t650716069,Proteobacteria
t640427127,Proteobacteria
t642555145,Proteobacteria
t646206250,Proteobacteria
t646206265,Proteobacteria
t651053056,Proteobacteria
t646564558,Proteobacteria
t2511231178,Proteobacteria
t2511231160,Proteobacteria
t649633081,Proteobacteria
t648276708,Proteobacteria
t648028049,Proteobacteria
t639633048,Proteobacteria
t2511231195,Proteobacteria
t651324082,Proteobacteria
t651324084,Proteobacteria
t640753040,Proteobacteria
t648028050,Proteobacteria
t647000288,Proteobacteria
t2512047043,Proteobacteria
t2512564074,Proteobacteria
t637000203,Proteobacteria
t637000102,Proteobacteria
t643886152,Proteobacteria
t644736397,Proteobacteria
t643886054,Proteobacteria
t646311947,Proteobacteria
t648276709,Proteobacteria
t2510917036,Proteobacteria
t2511231054,Proteobacteria
t637000204,Proteobacteria
t639633050,Proteobacteria
t2512047087,Proteobacteria
t641380433,Proteobacteria
t641380432,Proteobacteria
t642555147,Proteobacteria
t638341223,Proteobacteria
t647000291,Proteobacteria
t651285004,Proteobacteria
t638341150,Proteobacteria
t637000206,Proteobacteria
t638341151,Proteobacteria
t644736399,Proteobacteria
t637000207,Proteobacteria
t640963030,Proteobacteria
t639633051,Proteobacteria
t637000208,Proteobacteria
t2512047034,Proteobacteria
t640427129,Proteobacteria
t2503982034,Proteobacteria
t641522644,Proteobacteria
t643886024,Proteobacteria
t642555150,Proteobacteria
t643886117,Proteobacteria
t642979317,Proteobacteria
t643886041,Proteobacteria
t642979318,Proteobacteria
t641736172,Proteobacteria
t637000216,Proteobacteria
t651324093,Proteobacteria
t637000217,Proteobacteria
